0.18806 51
0.227 57
0.333666 50
0.31 52
0.211788 55
0.557328 52
0.240759 48
0.153 55
0.281437 41
0.12 52
0.4501 60
0.196 62
0.148 47
0.250746 53
0.167832 57
0.252243 54
0.625498 47
0.55045 48
0.367 47
0.30969 53
0.237762 50
0.255 50
0.379 49
0.126 58
0.295 51
0.280719 54
0.317682 59
0.293 47
0.622 43
0.14985 59
0.238761 42
0.361 42
0.216 52
0.34965 53
0.242 55
0.311 49
0.212 46
0.237 48
0.291542 55
0.205589 41
0.222555 37
0.211577 52
0.304695 51
0.350947 49
0.475524 54
0.419741 49
0.308 49
0.44 52
0.53 48
0.282717 57
0.134462 51
0.55045 44
0.429 50
0.186813 60
0.358 56
0.332 39
0.484 49
0.202797 55
0.314 52
0.275 45
0.428144 48
0.621379 51
0.205794 51
0.195 48
0.191 51
0.276447 55
0.414585 54
0.35 41
0.289 52
0.511976 48
0.429142 47
0.376 45
0.332 42
0.201798 47
0.14 50
0.255744 53
0.528 53
0.269461 39
0.24 47
0.406593 46
0.258 49
0.414 47
0.54 47
0.241758 55
0.333001 49
0.296407 56
0.13 48
0.494 61
0.224551 55
0.463 44
0.437687 61
0.525475 48
0.591 44
0.286427 54
0.291 45
0.251497 51
0.280719 60
0.405594 48
0.283 51
0.125 54
0.287 55
0.236527 55
0.378 50
0.245 40
0.170489 55
0.292 44
0.183 50
0.133 48
0.222 55
0.264 44
0.226773 50
0.529412 51
0.336 49
0.428571 44
0.27972 54
0.303 49
0.341 40
0.298701 57
0.294705 44
0.422156 45
0.283433 58
0.22 49
0.265936 48
0.222333 54
0.387612 43
0.215 65
0.251 48
0.19 47
0.134731 67
0.222 45
0.169492 48
0.326673 50
0.294411 44
0.246 49
0.46008 48
0.188623 52
0.338 50
0.419 49
0.441558 46
0.284715 52
0.171657 56
0.176823 47
0.312 51
0.334995 52
0.544456 49
0.283716 54
0.231 50
0.177645 53
0.192615 48
0.276 58
0.158 48
0.359 53
0.193 51
0.317 50
0.143 40
0.242757 57
0.555 49
0.432567 47
0.158 57
0.349 55
0.234 48
0.257742 45
0.417582 59
0.347956 47
0.372255 45
0.438 44
0.34965 49
0.253 53
0.229312 62
0.228 53
0.29 50
0.455633 47
0.293706 47
0.163184 59
0.390609 55
0.243 49
0.4 41
0.49501 60
0.280876 43
0.267 49
0.242 55
0.581836 46
0.494024 48
0.274725 45
0.354291 50
0.391608 44
0.259 42
0.248255 46
0.127745 54
0.473 51
0.18 56
0.204 56
0.455 40
0.319 44
0.285145 47
0.482 50
0.333 47
0.166833 54
0.266 52
0.298 58
0.252 45
0.330669 47
0.332341 51
0.259 54
0.183816 45
0.333001 47
0.149 59
0.2997 41
0.29 51
0.394 40
0.327672 50
0.26 47
0.218 41
0.46008 40
0.406593 44
0.303393 51
0.222555 46
0.677966 42
0.356 47
0.117882 46
0.204 48
0.257485 48
0.261216 48
0.467 44
0.27 49
0.239 41
0.274 45
0.296813 42
0.166 51
0.231 45
0.487 35
0.375872 39
0.382 41
0.382 48
0.355 44
0.46953 49
0.145 47
0.255744 32
0.197802 45
0.728 39
0.443 55
0.173 47
0.290709 43
0.379 48
0.455 47
0.25974 47
0.429 40
0.349 58
0.295704 49
0.372 43
0.312 44
0.301698 49
0.194805 50
0.417 48
0.361 39
0.505495 39
0.253 51
0.329013 50
0.303 43
0.147852 51
0.328 46
0.182 54
0.39521 50
0.232767 40
0.232 45
0.31 62
0.160839 43
0.287849 49
0.183 48
0.326673 48
0.195 43
0.344 43
0.404595 51
0.213 46
0.465 39
0.157 50
0.236 55
0.206 44
0.23 55
0.188811 48
0.327019 45
0.387 48
0.510978 48
0.217 50
0.425 48
0.445 40
0.286 45
0.523952 36
0.327 48
0.471058 40
0.161677 40
0.268 43
0.234765 46
0.318725 46
0.53047 46
0.273726 40
0.273 33
0.264 42
0.323353 50
0.517 46
0.204 46
0.259 53
0.349 51
0.531 39
0.34965 46
0.2 49
0.194805 47
0.225324 62
0.246753 38
0.253 39
0.32 44
0.277 46
0.243513 41
0.277 43
0.326 41
0.325697 44
0.334331 49
0.273 43
0.186 43
0.206 38
0.43513 40
0.252 42
0.234 41
0.316 47
0.184 45
0.194805 46
0.21 45
0.179 57
0.261738 45
0.411178 42
0.265 46
0.484515 39
0.313 42
0.232535 52
0.294 35
0.188 47
0.334665 45
0.431568 50
0.22 55
0.298 34
0.171 41
0.148703 51
0.255 55
0.255744 44
0.154 44
0.282 43
0.197 44
0.151 41
0.404192 38
0.624128 37
0.209581 49
0.193227 44
0.159 52
0.159681 55
0.369 49
0.335992 44
0.209 57
0.387 60
0.283 47
0.50499 47
0.359281 44
0.442 42
0.257 40
0.3 45
0.225 50
0.409182 51
0.213 54
0.2997 53
0.503497 43
0.472056 43
0.18345 42
0.558325 42
0.401 50
0.20339 50
0.475 36
0.357214 48
0.303 48
0.287425 50
0.181818 47
0.360279 50
0.256 57
0.472 51
0.244 47
0.291708 46
0.178 56
0.368 46
0.278 48
0.253 54
0.441675 42
0.164835 44
0.247 43
0.195025 59
0.253984 47
0.584 45
0.161 48
0.201798 36
0.198 46
0.184631 45
0.209 42
0.233766 51
0.423576 45
0.308691 46
0.349 48
0.552448 56
0.313745 48
0.291 42
0.138584 53
0.242273 52
0.473526 45
0.176823 50
0.473 46
0.359 44
0.51 40
0.507 42
0.337 43
0.273 45
0.237 52
0.27 45
0.323353 51
0.476 44
0.418744 38
0.232 51
0.261738 48
0.247505 49
0.369261 49
0.234 50
0.226773 54
0.374875 50
0.327672 44
0.574701 48
0.414585 46
0.378 50
0.271728 49
0.39 42
0.41 43
0.273 42
0.312687 48
0.326 47
0.204 56
0.373 43
0.268 42
0.465 42
0.373626 44
0.278721 52
0.249004 40
0.333998 47
0.331337 45
0.47952 49
0.316683 48
0.707585 36
0.639361 39
0.373253 53
0.549801 49
0.314 41
0.267732 41
0.273 52
0.597403 43
0.400798 38
0.381 40
0.302 44
0.242 40
0.512 49
0.463 41
0.58 41
0.317682 47
0.284 48
0.488 62
0.536464 44
0.161 51
0.222555 50
0.304391 45
0.532468 36
0.407186 43
0.281 46
0.221778 49
0.226 46
0.185 50
0.24975 42
0.201597 47
0.369 39
0.293121 52
0.332335 38
0.326347 40
0.385614 53
0.336663 44
0.222 38
0.246753 37
0.712 42
0.35 45
0.515936 38
0.57043 51
0.263 44
0.444 50
0.263473 45
0.289 53
0.185629 46
0.337 44
0.578265 45
0.520916 32
0.199 45
0.628856 46
0.51 43
0.198 46
0.254745 43
