12   233
12   873
13   877
13   879
14   240
14   111
14   880
111   143
112   240
112   874
113   210
113   815
113   813
141   884
142   885
144   881
145   819
145   236
146   588
146   817
147   876
147   882
148   814
157   813
157   212
157   527
207   873
207   237
208   870
209   233
209   238
209   875
210   814
211   815
212   528
232   872
232   870
232   871
233   874
233   872
234   902
234   819
235   874
238   876
239   814
240   877
241   874
241   881
241   878
242   877
242   883
324   900
528   904
587   588
587   900
587   901
588   816
814   816
818   901
818   902
819   871
880   884
883   885
