0.598542 48
0.593787 47
0.615149 47
0.588163 49
0.567577 52
0.643057 53
0.62844 50
0.596696 46
0.658421 57
0.6445 44
0.577163 43
0.58984 50
0.572936 47
0.647957 47
0.575804 51
0.662923 52
0.57766 53
0.593574 47
0.60875 56
0.6296 50
0.596667 60
0.614105 57
0.622909 55
0.605222 54
0.608903 62
0.513962 53
0.584792 48
0.568667 48
0.594519 54
0.61056 50
0.659695 59
0.567395 43
0.668727 44
0.567667 48
0.598588 51
0.592311 45
0.577953 43
0.66898 51
0.582692 52
0.68668 50
0.620615 52
0.585561 41
0.544333 48
0.653966 59
0.621796 49
0.650255 55
0.56148 50
0.597577 52
0.645231 52
0.547725 51
0.615083 48
0.568359 39
0.684041 49
0.62175 48
0.617923 52
0.661923 52
0.568364 44
0.57898 51
0.58004 50
0.600392 51
0.63698 51
0.579509 53
0.596625 48
0.531842 38
0.543949 39
0.578821 56
0.613857 56
0.65751 49
0.599241 58
0.62892 50
0.574043 47
0.626846 52
0.616528 53
0.625529 51
0.65549 51
0.62983 47
0.622615 52
0.594047 43
0.634902 51
0.620618 55
0.57964 50
0.618744 43
0.636894 47
0.602429 56
0.597309 55
0.611826 46
0.654 49
0.601143 56
0.526929 56
0.616868 53
0.635283 53
0.674423 52
0.62512 50
0.574122 49
0.642431 51
0.612691 55
0.592681 47
0.61936 50
0.600794 63
0.592528 53
0.630286 56
0.601952 42
0.576868 53
0.614423 52
0.586818 44
0.647172 58
0.575382 55
0.62872 50
0.602533 60
0.663319 47
0.606591 44
0.614073 55
0.602872 39
0.574044 45
0.619571 56
0.606478 46
0.62068 50
0.576898 49
0.604423 52
0.631234 47
0.619905 42
0.628784 51
0.51887 46
0.558075 53
0.563149 47
0.57907 43
0.544 45
0.63996 50
0.638133 45
0.601255 51
0.627519 54
0.631556 54
0.601581 43
0.591846 52
0.513957 47
0.631279 61
0.606809 47
0.67472 50
0.574522 46
0.561955 44
0.559796 49
0.551952 42
0.589915 47
0.532545 44
0.62788 50
0.598471 51
0.621704 54
0.590259 54
0.608792 48
0.634654 52
0.671269 52
0.609417 48
0.608565 46
0.615423 52
0.5736 50
0.669846 52
0.56616 50
0.530556 54
0.583375 48
0.618393 56
0.54386 57
0.656745 51
0.629655 58
0.669533 60
0.6185 48
0.598844 45
0.582945 55
0.611192 52
0.495045 44
0.661333 54
0.579882 51
0.565952 42
0.622764 55
0.586122 49
0.60766 53
0.587043 46
0.59732 50
0.596846 52
0.672863 51
0.585048 42
0.563277 47
0.61683 53
0.600296 54
0.626464 56
0.64351 49
0.562077 52
0.625143 49
0.638478 46
0.615644 45
0.624136 44
0.602745 51
0.582409 44
0.554679 56
0.59392 50
0.643607 56
0.616377 53
0.622491 53
0.561167 48
0.60236 50
0.645569 51
0.661023 43
0.600833 48
0.635755 49
0.614333 42
0.592732 41
0.6428 50
0.612816 49
0.612 44
0.586769 39
0.6017 40
0.645184 49
0.612085 47
0.582047 43
0.623837 49
0.620913 46
0.645674 43
0.59849 49
0.624045 44
0.641773 44
0.666 51
0.617458 48
0.515474 38
0.636943 53
0.62751 49
0.603864 44
0.577571 42
0.679064 47
0.596638 47
0.651609 46
0.5948 45
0.603442 43
0.607909 44
0.648943 53
0.576708 48
0.579417 48
0.618385 52
0.587897 39
0.616036 55
0.659714 49
0.636571 42
0.63617 47
0.615192 52
0.671792 48
0.573846 39
0.66576 50
0.573745 55
0.679561 41
0.616619 42
0.583435 46
0.6621 40
0.600756 45
0.564851 47
0.58281 42
0.591317 41
0.636537 41
0.628491 53
0.594304 46
0.604353 34
0.581467 45
0.596318 44
0.62651 51
0.644667 45
0.639609 46
0.583483 58
0.67449 49
0.6268 45
0.656163 49
0.61313 46
0.634643 56
0.603277 47
0.479463 41
0.63307 43
0.613 48
0.639524 42
0.591667 42
0.606585 41
0.692625 48
0.584979 47
0.626356 45
0.571833 48
0.565111 45
0.597565 46
0.636531 49
0.582826 46
0.641689 45
0.627846 39
0.642696 46
0.644375 48
0.638826 46
0.6223 40
0.565795 39
0.5834 40
0.631636 55
0.62125 48
0.679185 54
0.62925 48
0.587061 49
0.631625 48
0.635909 44
0.67608 50
0.618345 58
0.6748 45
0.637396 53
0.63166 47
0.669714 49
0.604783 46
0.65376 50
0.629623 53
0.664238 42
0.633167 48
0.638783 46
0.642419 43
0.583512 41
0.596 43
0.701349 43
0.583231 39
0.639556 54
0.64761 41
0.57348 50
0.572444 45
0.549306 49
0.651818 44
0.566591 44
0.60205 40
0.613767 43
0.646304 46
0.616103 39
0.648963 54
0.6496 45
0.603487 39
0.5796 45
0.594977 43
0.616189 53
0.66298 51
0.619522 46
0.585061 49
0.620089 45
0.640383 47
0.618235 51
0.69298 49
0.652512 43
0.57878 41
0.645375 48
0.576 51
0.605238 42
0.616739 46
0.580809 47
0.639418 55
0.5928 40
0.641641 39
0.597673 49
0.669773 44
0.560255 47
0.680864 44
0.619774 53
0.56905 40
0.651412 51
0.573349 43
0.611696 46
0.595048 42
0.6635 44
0.5964 35
0.563289 45
0.604211 38
0.647476 42
0.574217 46
0.685909 44
0.64656 50
0.687773 44
0.63922 41
0.621348 46
0.610625 48
0.687111 45
0.579167 48
0.668818 44
0.59581 42
0.627773 44
0.582 41
0.554 49
0.599021 47
0.55776 50
0.687429 49
0.71044 50
0.626773 44
0.635111 54
0.627191 47
0.570913 46
0.670792 53
0.634409 44
0.691143 56
0.674 42
0.661095 42
0.5936 40
0.625442 43
0.563102 49
0.680087 46
0.619957 46
0.637234 47
0.681963 54
0.570652 46
0.631744 39
0.6456 45
0.622756 45
0.670136 44
0.610327 49
0.57075 56
0.647538 52
0.664213 47
0.574667 48
0.690113 53
0.624227 44
0.61102 49
0.619838 37
0.604231 52
0.641292 48
0.59698 49
0.671583 48
0.64896 50
0.652235 51
0.661652 46
0.687136 44
0.681077 39
0.621022 45
0.589057 53
0.633148 54
0.629628 43
0.706333 42
0.632426 47
0.648036 56
0.67148 50
0.689745 47
0.668939 49
0.655756 41
0.633231 39
0.618963 54
0.68695 40
0.670565 46
0.69166 47
0.652927 41
0.734444 54
0.626154 52
0.645489 47
0.682105 38
0.59639 41
0.6205 48
0.593238 42
0.566148 54
0.656043 47
0.629362 47
0.636341 41
0.641412 51
0.633478 46
0.645882 51
