29 0.729 29 0
21 0.486 21 0
22 0.517 22 0
27 0.449 27 0
33 0.621 33 0
30 0.803 30 0
30 0.658 30 0
22 0.449 22 0
27 0.529 27 0
26 0.614 26 0
24 0.516 24 0
19 0.509 19 0
24 0.585 24 0
22 0.342 22 0
15 0.428 15 0
16 0.388 16 0
27 0.632 27 0
20 0.451 20 0
17 0.331 17 0
22 0.508 22 0
24 0.561 24 0
22 0.498 22 0
26 0.48 26 0
27 0.52 27 0
16 0.398 16 0
21 0.51 21 0
30 0.746 30 0
20 0.428 20 0
25 0.504 25 0
21 0.411 21 0
18 0.342 18 0
19 0.347 19 0
24 0.415 24 0
22 0.42 22 0
30 0.693 30 0
18 0.431 18 0
30 0.647 30 0
10 0.212 10 0
18 0.405 18 0
33 0.701 33 0
11 0.201 11 0
25 0.588 25 0
25 0.405 25 0
25 0.572 25 0
23 0.649 23 0
23 0.555 23 0
20 0.529 20 0
25 0.548 25 0
30 0.671 30 0
25 0.512 25 0
22 0.393 22 0
23 0.62 23 0
19 0.511 19 0
23 0.436 23 0
19 0.528 19 0
30 0.705 30 0
30 0.637 30 0
26 0.552 26 0
20 0.539 20 0
33 0.679 33 0
29 0.576 29 0
21 0.403 21 0
27 0.673 27 0
24 0.573 24 0
13 0.385 13 0
30 0.711 30 0
26 0.632 26 0
19 0.324 19 0
25 0.658 25 0
20 0.491 20 0
22 0.513 22 0
24 0.617 24 0
20 0.528 20 0
24 0.62 24 0
23 0.529 23 0
28 0.739 28 0
23 0.398 23 0
20 0.368 20 0
11 0.286 11 0
22 0.562 22 0
15 0.381 15 0
21 0.482 21 0
21 0.368 21 0
23 0.524 23 0
22 0.551 22 0
23 0.634 23 0
20 0.354 20 0
26 0.552 26 0
16 0.342 16 0
28 0.694 28 0
27 0.566 27 0
25 0.552 25 0
25 0.651 25 0
34 0.679 34 0
20 0.405 20 0
23 0.505 23 0
23 0.485 23 0
35 0.853 35 0
26 0.608 26 0
25 0.621 25 0
24 0.548 24 0
31 0.7 31 0
29 0.615 29 0
26 0.569 26 0
19 0.31 19 0
16 0.341 16 0
26 0.629 26 0
14 0.338 14 0
18 0.259 18 0
28 0.661 28 0
9 0.221 9 0
28 0.616 28 0
26 0.591 26 0
27 0.551 27 0
19 0.404 19 0
20 0.373 20 0
26 0.646 26 0
14 0.378 14 0
23 0.502 23 0
20 0.394 20 0
12 0.29 12 0
34 0.826 34 0
24 0.577 24 0
29 0.539 29 0
25 0.564 25 0
29 0.552 29 0
18 0.432 18 0
19 0.54 19 0
18 0.356 18 0
27 0.632 27 0
19 0.456 19 0
20 0.464 20 0
15 0.438 15 0
32 0.629 32 0
19 0.421 19 0
17 0.379 17 0
34 0.776 34 0
25 0.62 25 0
10 0.223 10 0
27 0.528 27 0
20 0.541 20 0
19 0.444 19 0
17 0.398 17 0
25 0.569 25 0
24 0.666 24 0
16 0.338 16 0
22 0.487 22 0
28 0.546 28 0
24 0.6 24 0
20 0.355 20 0
22 0.463 22 0
21 0.518 21 0
30 0.608 30 0
27 0.605 27 0
25 0.551 25 0
25 0.596 25 0
22 0.487 22 0
20 0.314 20 0
25 0.722 25 0
28 0.658 28 0
18 0.375 18 0
14 0.421 14 0
23 0.495 23 0
17 0.458 17 0
36 0.792 36 0
24 0.581 24 0
14 0.45 14 0
22 0.353 22 0
20 0.546 20 0
21 0.511 21 0
20 0.516 20 0
18 0.423 18 0
20 0.55 20 0
20 0.445 20 0
27 0.621 27 0
17 0.442 17 0
22 0.558 22 0
17 0.365 17 0
35 0.829 35 0
23 0.424 23 0
24 0.495 24 0
20 0.41 20 0
24 0.477 24 0
28 0.65 28 0
27 0.613 27 0
24 0.591 24 0
26 0.611 26 0
24 0.689 24 0
19 0.385 19 0
24 0.623 24 0
27 0.564 27 0
21 0.34 21 0
17 0.463 17 0
32 0.794 32 0
28 0.72 28 0
27 0.676 27 0
23 0.541 23 0
19 0.401 19 0
19 0.388 19 0
